FC Barcelona,LaLiga Santander,88,85,85,86,100
Hokkaido Consadole Sapporo,Meiji Yasuda J1,70,67,70,68,50
Independiente Medellín,Liga Dimayor,70,67,68,68,50
SpVgg Greuther Fürth,Bundesliga 2,70,67,67,68,50
CD Everton de Viña del Mar,Camp. AFP PlanVital,70,67,65,68,50
Legia Warszawa,PKO Ekstraklasa,69,70,68,68,50
AIK,Allsvenskan,69,70,65,68,50
La Spezia,Calcio B,69,69,66,68,50
FC Seoul,K-League 1,69,69,63,68,50
Once Caldas,Liga Dimayor,69,68,68,68,50
FC Erzgebirge Aue,Bundesliga 2,69,68,68,68,50
FC Emmen,Eredivisie,69,68,67,68,50
Luton Town,EFL Championship,69,68,67,68,50
FC Twente,Eredivisie,69,68,67,68,50
Karlsruher SC,Bundesliga 2,69,68,67,68,50
Holstein Kiel,Bundesliga 2,69,68,67,68,50
Extremadura UD,LaLiga SmartBank,69,68,67,68,50
Al Taawoun,MBS Pro League,69,68,66,68,50
Salerno,Calcio B,69,68,66,68,50
CD Mirandés,LaLiga SmartBank,69,68,66,68,50
Deportivo Binacional,Libertadores,69,67,67,68,50
Unión La Calera,Camp. AFP PlanVital,69,66,68,68,50
Sanfrecce Hiroshima,Meiji Yasuda J1,68,69,68,68,50
CF Fuenlabrada,LaLiga SmartBank,68,69,68,68,50
Paris FC,Domino’s Ligue 2,68,69,65,68,50
Hull City,EFL Championship,68,68,69,68,50
Cremona,Calcio B,68,68,68,68,50
Ascoli,Calcio B,68,68,68,68,50
Sint-Truidense VV,Pro League,68,68,68,68,50
CD Numancia,LaLiga SmartBank,68,68,68,68,50
ADO Den Haag,Eredivisie,68,68,65,68,50
Pordenone,Calcio B,68,67,69,68,50
Patronato,SAF,68,67,68,68,50
Club Atlético Aldosivi,SAF,68,67,67,68,50
Orlando Pirates,Rest of World,68,67,67,68,50
Pisa,Calcio B,68,67,67,68,50
Heart of Midlothian,Scottish Prem,68,65,68,68,50
LDU Quito,Libertadores,67,69,66,68,50
Wolfsberger AC,Ö. Bundesliga,67,68,68,68,50
CD Lugo,LaLiga SmartBank,67,68,68,68,50
VfL Osnabrück,Bundesliga 2,67,68,68,68,50
Aberdeen,Scottish Prem,67,68,68,68,50
Venezia,Calcio B,67,68,66,68,50
Stade Malherbe Caen,Domino’s Ligue 2,67,67,67,68,50
U Craiova 1948 Club Sportiv,Liga I,66,69,68,68,50
Minnesota United FC,MLS,65,70,68,68,50
Ceará Sporting Club,Liga do Brasil,64,70,69,68,50
Jiangsu Suning FC,CSL,76,64,65,67,50
La Equidad,Liga Dimayor,73,66,65,67,50
Cracovia,PKO Ekstraklasa,72,67,67,67,50
Valenciennes FC,Domino’s Ligue 2,70,65,67,67,50
FK Austria Wien,Ö. Bundesliga,69,67,66,67,50
Club Atlético Central Córdoba,SAF,69,67,64,67,50
CD O'Higgins,Camp. AFP PlanVital,69,67,64,67,50
Guaraní (Paraguay),Libertadores,69,67,64,67,50
Barcelona Guayaquil,Libertadores,69,66,68,67,50
Aalborg BK,3F Superliga,69,66,66,67,50
Guangzhou R&F FC,CSL,69,66,65,67,50
Rionegro Águilas,Liga Dimayor,69,66,64,67,50
Shimizu S-Pulse,Meiji Yasuda J1,69,65,65,67,50
CD Palestino,Camp. AFP PlanVital,68,69,64,67,50
PEC Zwolle,Eredivisie,68,68,67,67,50
Desportivo das Aves,Liga NOS,68,68,67,67,50
Hibernian,Scottish Prem,68,68,66,67,50
Club Bolívar,Libertadores,68,68,65,67,50
Cosenza,Calcio B,68,67,67,67,50
Grenoble Foot 38,Domino’s Ligue 2,68,67,67,67,50
Brøndby IF,3F Superliga,68,67,66,67,50
Chiavari,Calcio B,67,70,65,67,50
Club Alianza Lima,Libertadores,67,69,67,67,50
Real Racing Club,LaLiga SmartBank,67,68,67,67,50
Barnsley,EFL Championship,67,68,66,67,50
Cittadella,Calcio B,67,67,68,67,50
SSV Jahn Regensburg,Bundesliga 2,67,67,68,67,50
Fotbal Club Viitorul Constanța,Liga I,67,67,67,67,50
FC Sochaux-Montbéliard,Domino’s Ligue 2,67,67,67,67,50
Sunderland,EFL League One,67,67,67,67,50
Motherwell,Scottish Prem,67,67,66,67,50
CS Emelec,Sudamericana,67,67,64,67,50
Piast Gliwice,PKO Ekstraklasa,67,66,68,67,50
Lech Poznań,PKO Ekstraklasa,67,66,68,67,50
Deportivo Cali,Liga Dimayor,67,66,67,67,50
Clermont Foot 63,Domino’s Ligue 2,67,66,67,67,50
Castellammare di Stabia,Calcio B,67,66,66,67,50
Oita Trinita,Meiji Yasuda J1,67,65,68,67,50
Lechia Gdańsk,PKO Ekstraklasa,67,65,68,67,50
Vegalta Sendai,Meiji Yasuda J1,67,65,66,67,50
Pohang Steelers,K-League 1,66,69,65,67,50
Ettifaq FC,MBS Pro League,66,69,64,67,50
Jeju United FC,K-League 1,66,68,65,67,50
Djurgårdens IF,Allsvenskan,66,67,69,67,50
Livorno,Calcio B,66,67,67,67,50
SK Brann,Eliteserien,66,66,66,67,50
Coquimbo Unido,Camp. AFP PlanVital,66,64,64,67,50
FC Luzern,RSL,65,67,67,67,50
Jagiellonia Białystok,PKO Ekstraklasa,64,68,67,67,50
Wisła Kraków,PKO Ekstraklasa,64,67,67,67,50
Kilmarnock,Scottish Prem,64,67,67,67,50
FC Groningen,Eredivisie,62,67,68,67,50
Melbourne City,Hyundai A-League,71,67,65,66,40
Wellington Phoenix,Hyundai A-League,71,66,67,66,40
Chamois Niortais Football Club,Domino’s Ligue 2,70,65,64,66,40
Perth Glory,Hyundai A-League,69,67,66,66,40
Sydney FC,Hyundai A-League,68,68,65,66,40
Al Fayha,MBS Pro League,68,68,63,66,40
Clubul Sportiv Gaz Metan Mediaș,Liga I,68,67,66,66,40
Aarhus AGF,3F Superliga,68,67,66,66,40
Deportes Iquique,Camp. AFP PlanVital,68,66,66,66,40
Trapani,Calcio B,68,66,65,66,40
Peterborough United,EFL League One,68,66,65,66,40
Delfín Sporting Club,Libertadores,68,66,63,66,40
CD Antofagasta,Camp. AFP PlanVital,68,65,65,66,40
Al Wehda,MBS Pro League,67,68,65,66,40
IFK Norrköping,Allsvenskan,67,68,64,66,40
Sparta Rotterdam,Eredivisie,67,67,66,66,40
Esbjerg fB,3F Superliga,67,67,65,66,40
Odense Boldklub,3F Superliga,67,66,67,66,40
Al Faisaly,MBS Pro League,67,66,66,66,40
FC Ingolstadt 04,3. Liga,67,66,66,66,40
FC Lugano,RSL,67,66,66,66,40
Eintracht Braunschweig,3. Liga,67,66,65,66,40
Portsmouth,EFL League One,67,66,65,66,40
Ipswich Town,EFL League One,67,66,65,66,40
Fleetwood Town,EFL League One,67,66,64,66,40
FC Nordsjælland,3F Superliga,67,65,65,66,40
Club Deportivo Jorge Wilstermann,Libertadores,67,64,67,66,40
Waasland-Beveren,Pro League,66,67,66,66,40
VVV-Venlo,Eredivisie,66,67,66,66,40
Huachipato FC,Camp. AFP PlanVital,66,67,64,66,40
Le Mans FC,Domino’s Ligue 2,66,66,66,66,40
La Berrichonne de Châteauroux,Domino’s Ligue 2,66,66,66,66,40
Fotbal Club Botoșani,Liga I,66,66,64,66,40
Rotherham United,EFL League One,66,65,66,66,40
SpVgg Unterhaching,3. Liga,66,65,65,66,40
US Orléans Loiret Football,Domino’s Ligue 2,66,65,63,66,40
FC St. Gallen 1879,RSL,65,68,65,66,40
Deportivo Pasto,Liga Dimayor,65,67,67,66,40
Oxford United,EFL League One,65,67,66,66,40
Athlétic Club Ajaccio,Domino’s Ligue 2,65,66,66,66,40
Śląsk Wrocław,PKO Ekstraklasa,65,66,65,66,40
Unión Española,Camp. AFP PlanVital,65,65,66,66,40
Pogoń Szczecin,PKO Ekstraklasa,65,65,66,66,40
BK Häcken,Allsvenskan,65,65,66,66,40
AS Nancy Lorraine,Domino’s Ligue 2,65,65,65,66,40
Fortuna Sittard,Eredivisie,64,67,64,66,40
Club Atlético Tigre,Libertadores,64,60,64,66,40
Audax Italiano,Camp. AFP PlanVital,63,65,66,66,40
FC Sion,RSL,61,70,65,66,40
FC Zürich,RSL,61,66,67,66,40
Zagłębie Lubin,PKO Ekstraklasa,61,66,66,66,40
Henan Jianye FC,CSL,70,66,61,65,40
Al Hazem,MBS Pro League,70,65,62,65,40
IFK Göteborg,Allsvenskan,69,66,64,65,40
TSV Hartberg,Ö. Bundesliga,69,65,65,65,40
Western United FC,Hyundai A-League,69,62,63,65,40
Górnik Zabrze,PKO Ekstraklasa,68,65,65,65,40
FC Admira Wacker Mödling,Ö. Bundesliga,68,65,64,65,40
Melbourne Victory,Hyundai A-League,68,64,66,65,40
Shonan Bellmare,Meiji Yasuda J1,68,64,64,65,40
Sangju Sangmu FC,K-League 1,67,65,65,65,40
1. FC Magdeburg,3. Liga,67,65,64,65,40
SCR Altach,Ö. Bundesliga,67,65,64,65,40
Alianza Petrolera,Liga Dimayor,67,64,65,65,40
TSV 1860 München,3. Liga,67,64,65,65,40
Livingston FC,Scottish Prem,67,64,64,65,40
Bolton Wanderers,EFL League One,67,64,64,65,40
Club Nacional,Sudamericana,67,64,62,65,40
Al Fateh,MBS Pro League,67,63,64,65,40
Gyeongnam FC,K-League 1,67,63,63,65,40
Rodez Aveyron Football,Domino’s Ligue 2,66,66,65,65,40
Coventry City,EFL League One,66,66,65,65,40
Fotbal Club Dinamo București,Liga I,66,66,64,65,40
RKC Waalwijk,Eredivisie,66,66,64,65,40
Sport Huancayo,Sudamericana,66,66,63,65,40
Fotbal Club Voluntari,Liga I,66,66,63,65,40
Vålerenga Fotball,Eliteserien,66,65,65,65,40
Servette FC,RSL,66,65,65,65,40
1. FC Kaiserslautern,3. Liga,66,65,65,65,40
Blackpool,EFL League One,66,65,64,65,40
SønderjyskE,3F Superliga,66,65,64,65,40
Viking FK,Eliteserien,66,65,64,65,40
KFC Uerdingen 05,3. Liga,66,64,66,65,40
WSG Swarovski Tirol,Ö. Bundesliga,66,64,65,65,40
Club Deportivo El Nacional,Sudamericana,66,63,63,65,40
Club River Plate Asunción,Sudamericana,66,59,65,65,40
Western Sydney Wanderers,Hyundai A-League,65,68,63,65,40
Doncaster Rovers,EFL League One,65,67,64,65,40
Curicó Unido,Camp. AFP PlanVital,65,66,64,65,40
Wisła Płock,PKO Ekstraklasa,65,66,64,65,40
Club Always Ready,Sudamericana,65,66,63,65,40
Jaguares Fútbol Club,Liga Dimayor,65,66,62,65,40
Envigado FC,Liga Dimayor,65,66,61,65,40
SV Meppen,3. Liga,65,65,66,65,40
Sociedad Deportiva Aucas,Sudamericana,65,65,65,65,40
Wycombe Wanderers,EFL League One,65,65,65,65,40
Shrewsbury,EFL League One,65,65,65,65,40
Arka Gdynia,PKO Ekstraklasa,65,65,64,65,40
Sportverein Waldhof Mannheim 07 e.V.,3. Liga,65,65,64,65,40
Hallescher FC,3. Liga,65,65,63,65,40
Sarpsborg 08 FF,Eliteserien,65,63,63,65,40
Gangwon FC,K-League 1,64,67,65,65,40
CD Cobresal,Camp. AFP PlanVital,64,67,63,65,40
FC Chambly Oise,Domino’s Ligue 2,64,66,64,65,40
FBC Melgar,Sudamericana,64,66,63,65,40
Lincoln City,EFL League One,64,66,63,65,40
C.D. Universidad Católica del Ecuador,Sudamericana,64,65,65,65,40
Sepsi OSK Sfântu Gheorghe,Liga I,64,65,64,65,40
St. Johnstone FC,Scottish Prem,64,65,64,65,40
FC Hansa Rostock,3. Liga,64,65,64,65,40
FSV Zwickau,3. Liga,64,65,63,65,40
Liverpool Fútbol Club,Sudamericana,64,64,63,65,40
Sagan Tosu,Meiji Yasuda J1,64,63,63,65,40
Patriotas Boyacá FC,Liga Dimayor,63,64,64,65,40
Stabæk Fotball,Eliteserien,63,64,64,65,40
Bristol Rovers,EFL League One,62,65,63,65,40
Centro Atlético Fénix,Sudamericana,60,65,65,65,40
Atlético Bucaramanga,Liga Dimayor,59,64,65,65,40
Dalian YiFang FC,CSL,77,64,60,64,30
Incheon United FC,K-League 1,72,62,64,64,30
Tianjin TEDA FC,CSL,72,59,63,64,30
Wuhan Zall Professional FC,CSL,71,62,63,64,30
Damac FC,MBS Pro League,70,62,64,64,30
Dundalk,SSE Airtricity Lge,69,64,65,64,30
Neuchâtel Xamax FCS,RSL,68,64,64,64,30
Chemnitzer FC,3. Liga,68,63,64,64,30
Rochdale,EFL League One,67,65,64,64,30
Korona Kielce,PKO Ekstraklasa,67,64,62,64,30
FC Bayern München II,3. Liga,66,65,63,64,30
MSV Duisburg,3. Liga,66,65,63,64,30
Hobro IK,3F Superliga,66,64,63,64,30
spusu SKN St. Pölten,Ö. Bundesliga,66,64,63,64,30
Tranmere Rovers,EFL League One,66,64,63,64,30
Swindon Town,EFL League Two,66,64,63,64,30
Júbilo Iwata,Meiji Yasuda J1,66,64,62,64,30
Matsumoto Yamaga F.C.,Meiji Yasuda J1,66,63,64,64,30
Daegu FC,K-League 1,66,63,61,64,30
Salford City,EFL League Two,65,66,63,64,30
Al Raed,MBS Pro League,65,66,63,64,30
Adelaide United,Hyundai A-League,65,66,63,64,30
Fotbal Club Politehnica Iași,Liga I,65,65,64,64,30
FC Thun,RSL,65,65,64,64,30
Club Atlético River Plate,Sudamericana,65,65,63,64,30
Burton Albion,EFL League One,65,65,63,64,30
SV Mattersburg,Ö. Bundesliga,65,65,63,64,30
Cusco Fútbol Club,Sudamericana,65,64,65,64,30
Milton Keynes Dons,EFL League One,65,64,64,64,30
Asociația Fotbal Club Hermannstadt,Liga I,65,64,63,64,30
Fußballclub Viktoria Köln 1904 e.V.,3. Liga,65,64,62,64,30
Seongnam FC,K-League 1,65,64,61,64,30
RKS Raków Częstochowa SA,PKO Ekstraklasa,65,63,64,64,30
Helsingborgs IF,Allsvenskan,65,62,65,64,30
"Club Social, Cultural y Deportivo Blooming",Sudamericana,65,62,62,64,30
Cúcuta Deportivo,Liga Dimayor,65,61,64,64,30
FK Bodø/Glimt,Eliteserien,64,66,65,64,30
Newcastle Jets,Hyundai A-League,64,66,64,64,30
FC Würzburger Kickers,3. Liga,64,66,64,64,30
Club Sol de América,Sudamericana,64,65,64,64,30
Randers FC,3F Superliga,64,64,65,64,30
Colchester United,EFL League Two,64,64,64,64,30
Kristiansund BK,Eliteserien,64,63,64,64,30
IF Elfsborg,Allsvenskan,63,66,64,64,30
Odds BK,Eliteserien,63,63,66,64,30
Strømsgodset IF,Eliteserien,63,63,65,64,30
HJK Helsinki,Rest of World,62,65,63,64,30
CD Universidad de Concepción,Camp. AFP PlanVital,62,65,61,64,30
Club Plaza de Deportes Colonia,Sudamericana,62,64,65,64,30
Forest Green Rovers,EFL League Two,61,65,63,64,30
Chongqing Dangdai Lifan FC SWM Team,CSL,66,63,58,63,30
Shamrock Rovers,SSE Airtricity Lge,65,63,63,63,30
Club Deportivo Oriente Petrolero,Sudamericana,65,63,61,63,30
Club Atlético Grau,Sudamericana,65,62,60,63,30
Caracas Fútbol Club,Libertadores,64,64,63,63,30
Al Adalah Club,MBS Pro League,64,64,62,63,30
Mineros de Guayana,Sudamericana,64,64,61,63,30
Exeter City,EFL League Two,64,63,64,63,30
Accrington Stanley,EFL League One,64,63,63,63,30
Tiburones Rojos de Veracruz,LIGA BBVA MX,64,63,63,63,30
Brisbane Roar,Hyundai A-League,64,63,62,63,30
St. Mirren,Scottish Prem,64,63,60,63,30
FC Carl Zeiss Jena,3. Liga,64,62,64,63,30
SG Sonnenhof Großaspach,3. Liga,64,62,63,63,30
Mansfield Town,EFL League Two,64,62,63,63,30
AFC Wimbledon,EFL League One,64,62,62,63,30
Scunthorpe United,EFL League Two,64,62,62,63,30
GIF Sundsvall,Allsvenskan,64,62,62,63,30
IK Sirius,Allsvenskan,63,64,64,63,30
SC Preußen Münster,3. Liga,63,64,64,63,30
Lyngby BK,3F Superliga,63,64,62,63,30
AC Horsens,3F Superliga,63,63,64,63,30
Bradford City,EFL League Two,63,63,63,63,30
Gillingham,EFL League One,63,63,63,63,30
Örebro SK,Allsvenskan,63,63,63,63,30
Ross County FC,Scottish Prem,63,63,63,63,30
Southend United,EFL League One,63,60,61,63,30
Club Atlético Nacional Potosí,Sudamericana,62,65,63,63,30
FK Haugesund,Eliteserien,62,64,64,63,30
Abha Club,MBS Pro League,62,64,63,63,30
Plymouth Argyle,EFL League Two,62,63,65,63,30
Northampton Town,EFL League Two,62,63,63,63,30
Port Vale,EFL League Two,62,63,63,63,30
Walsall,EFL League Two,62,63,63,63,30
Central Coast Mariners,Hyundai A-League,62,63,62,63,30
AFC Chindia Târgoviște,Liga I,62,62,62,63,30
Fotbal Club Academica Clinceni,Liga I,62,61,62,63,30
Estudiantes de Mérida,Libertadores,61,64,61,63,30
Hebei China Fortune FC,CSL,69,56,65,62,20
Atlético Huila,Liga Dimayor,67,60,62,62,20
Lillestrøm SK,Eliteserien,63,64,63,62,20
Crewe Alexandra,EFL League Two,63,63,62,62,20
Cheltenham Town,EFL League Two,63,62,63,62,20
Grimsby Town,EFL League Two,63,62,61,62,20
Carlisle United,EFL League Two,63,61,61,62,20
Kalmar FF,Allsvenskan,62,63,63,62,20
Aragua Fútbol Club,Sudamericana,62,62,62,62,20
Crawley Town,EFL League Two,62,62,61,62,20
Silkeborg IF,3F Superliga,62,61,62,62,20
Stevenage,EFL League Two,62,59,62,62,20
Mjøndalen IF,Eliteserien,61,63,62,62,20
Oldham Athletic,EFL League Two,61,63,62,62,20
Ranheim Fotball,Eliteserien,61,63,61,62,20
Newport County,EFL League Two,61,61,62,62,20
Leyton Orient,EFL League Two,61,60,61,62,20
ŁKS Łódź,PKO Ekstraklasa,61,59,61,62,20
Tromsø IL,Eliteserien,60,63,63,62,20
Östersunds FK,Allsvenskan,60,63,62,62,20
Hamilton Academical FC,Scottish Prem,60,62,62,62,20
Club Unión Magdalena S.A,Liga Dimayor,62,62,60,61,20
Club Sportivo Luqueño,Sudamericana,62,60,61,61,20
Morecambe,EFL League Two,61,62,60,61,20
Cambridge United,EFL League Two,61,61,59,61,20
Zamora Fútbol Club,Sudamericana,61,60,61,61,20
Macclesfield Town,EFL League Two,61,60,61,61,20
Falkenbergs FF,Allsvenskan,59,62,62,61,20
Tianjin Tianhai FC,CSL,65,57,60,60,20
Bohemian FC,SSE Airtricity Lge,61,61,59,60,20
Llaneros Escuela de Fútbol,Sudamericana,61,60,60,60,20
AFC Eskilstuna,Allsvenskan,61,59,59,60,20
St. Patrick's Athletic,SSE Airtricity Lge,60,61,60,60,20
Shenzen FC,CSL,69,62,56,59,10
Derry City,SSE Airtricity Lge,62,59,59,59,10
Bury,EFL League One,59,59,58,59,10
Beijing Renhe FC,CSL,60,58,57,58,10
Sligo Rovers,SSE Airtricity Lge,55,58,58,58,10
Cork City,SSE Airtricity Lge,56,56,55,56,10
Waterford FC,SSE Airtricity Lge,55,56,57,56,10
Finn Harps,SSE Airtricity Lge,55,56,56,56,10
UCD AFC,SSE Airtricity Lge,54,54,53,53,10
Free Agents,Free Agents,0,0,0,0,10
